name	url	our_price	ingredients	packaging_type	food_texture	lifestage	brand	food_form	special_diet	restricted_availability	moisture_warning	%_calories_carbohydrate	%_calories_min_protein	%_calories_min_fat	price_per_kcal	price_per_month
Hill's Science Diet Adult Ocean Fish Entree Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/hills-science-diet-adult-ocean-fish/dp/34188	37.99	Water, Tuna, Pork By-Products, Pork Liver, Wheat Flour, Chicken Fat, Whole Grain Corn, Corn Starch, Powdered Cellulose, Soybean Oil, Chicken Liver Flavor, Calcium Sulfate, Natural Flavor, Dicalcium Phosphate, Guar Gum, Locust Bean Gum, Brewers Dried Yeast, Choline Chloride, Potassium Chloride, Carrageenan, Iodized Salt, DL-Methionine, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Thiamine Mononitrate, Niacin Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Biotin, Riboflavin Supplement, Folic Acid), Taurine, minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate), Beta-Carotene.	can	minced	adult	hill's science diet	wet food				28.32369942196532	32.369942196531795	39.30635838150289	0.008649817850637523	51.89890710382513
Nutro Perfect Portions Grain-Free Chicken Liver & Shrimp Paté Recipe Cat Food Trays, 2.6-oz, case of 24	https://www.chewy.com/nutro-perfect-portions-grain-free/dp/118302	30.96	Chicken, Chicken Liver, Pork Broth, Chicken Broth, Shrimp, Natural Flavor, Guar Gum, Potassium Chloride, Fish Oil (preserved with Mixed Tocopherols), Sodium Acid Pyrophosphate, Tetrasodium Pyrophosphate, Tapioca Starch, Salt, Taurine, Choline Chloride, Magnesium Sulfate, Sodium Hexametaphosphate, Thiamine Mononitrate (Vitamin B1), Vitamin E Supplement, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Potassium Iodide, Pyridoxine Hydrochloride (Vitamin B6), Copper Sulfate, Vitamin D3 Supplement, Folic Acid, Menadione Sodium Bisulfite Complex (source of Vitamin K Activity).	tray	pate	adult		wet food	grain-free no corn no wheat no soy high-protein non-gmo			1.7898651789865088	48.814504881450496	49.395629939562994	0.030714285714285715	184.2857142857143
Nutrisca Grain-Free Truly Flaked Salmon Entree in Savory Broth Canned Cat Food, 2.7-oz, case of 24	https://www.chewy.com/nutrisca-grain-free-truly-flaked/dp/118245	33.36	Salmon Broth, Salmon, Whitefish, Sunflower Oil, Tapioca, Tricalcium Phosphate, Xanthan Gum, Choline Chloride, Potassium Chloride, Magnesium Sulfate, Taurine, Fructooligosaccharide, Salt, Ascorbic Acid, Iron Proteinate, Niacin, Vitamin E Supplement, Copper Proteinate, Vitamin A Supplement, Thiamine Mononitrate, Manganese Proteinate, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Folic Acid, Calcium Iodate, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement.	can	flaked	adult		wet food	no corn no wheat no soy grain-free pea-free			5.857740585774058	58.57740585774059	35.56485355648535	0.022419354838709677	134.51612903225805
Redbarn Naturals Turkey Pate Grain-Free Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/redbarn-naturals-turkey-pate-grain/dp/120641	40.45	Turkey, Turkey Liver, Turkey Broth, Natural Flavors, Alfalfa Meal, Agar-Agar, Parsley, Cranberries, Blueberries, Choline Chloride, Potassium Chloride, Salmon Oil, Salt, Taurine, Dried Green Lipped Mussel (Source of Lysine), Magnesium Proteinate, Iron Proteinate, Zinc Proteinate, Manganese Proteinate, Copper Proteinate, Sodium Selenite, Calcium Iodate, Thiamine Mononitrate, Niacin Supplement, Vitamin E Supplement, Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Vitamin D2 Supplement, Folic Acid.	can	pate	adult		wet food	grain-free no corn no wheat no soy pea-free			5.691056910569105	39.02439024390244	55.28455284552846	0.008778211805555556	52.669270833333336
Against the Grain Shrimp Daddy with Tuna & Salmon Dinner Grain-Free Canned Cat Food, 2.8-oz, case of 24	https://www.chewy.com/against-grain-shrimp-daddy-tuna/dp/51848	22.36	Tuna, Water Sufficient for Processing, Shrimp, Salmon, Palm Oil, Tricalcium Phosphate, Cellulose Fiber, Xanthan Gum, Taurine, Ferrous Sulfate Monohydrate, Zinc Sulfate Heptahydrate, Vitamin E Supplement, Niacin, Vitamin A Supplement, Thiamine Mononitrate, Vitamin D3 Supplement, Manganese Sulfate Monohydrate, Copper Sulfate Pentahydrate, Pantothenic Acid, Riboflavin Supplement, Choline Chloride, Pyridoxine Hydrochloride, Dicalcium Phosphate, Folic Acid, Potassium Iodide, Potassium Chloride, Magnesium Sulfate Monohydrate, Biotin, Sodium Selenite, Vitamin B12 Supplement.	can	shredded	adult		wet food	grain-free gluten free no corn no wheat no soy pea-free non-gmo			2.5155933743649186	69.39567929282498	28.08872733281011	0.01330952380952381	79.85714285714285
Purina Muse Natural Chicken Recipe Grain-Free Pate Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/purina-muse-natural-chicken-recipe/dp/121323	30.0	Chicken, Chicken Broth, Liver, Ocean Whitefish, Spinach, Natural Flavors, Sweet Potatoes, Dried Ground Blueberries, Minerals, [Potassium Chloride, Mono and Dicalcium Phosphate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulate, Potassium Iodide],  Guar Gum, Choline Chloride, Taurine, Salt, Vitamins [Thiamine Mononitrate, Vitamin E Supplement, Niacin, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Pyridoxine Hyrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement.	can	pate	adult	purina	wet food	grain-free no corn no wheat no soy			14.028463549230331	36.59599186755735	49.3755445832123	0.013440860215053764	80.64516129032258
Against the Grain Tuna Mango Tango with Duck Dinner Grain-Free Wet Cat Food, 2.8-oz, case of 24	https://www.chewy.com/against-grain-tuna-mango-tango-duck/dp/157514	26.4	Bonita Tuna, Water Sufficient For Processing, Tapioca, Sunflower Oil, Duck, Mango, Tricalcium Phosphate, Salt, Guar Gum, Vitamins (Vitamin E Supplement, Niacin, Vitamin A Supplement, Pyridoxine Hydrochloride, D-Calcium Pantothenate, Riboflavin Supplement, Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement, Biotin), Minerals (Zinc Oxide, Reduced Iron, Sodium Selenite, Manganese Sulfate Monohydrate, Copper Glycine Complex, Potassium Iodide), Choline Chloride, Magnesium Sulfate, Taurine.	can	shredded	adult		wet food	grain-free gluten free pea-free			0.0	71.1864406779661	28.8135593220339	0.016666666666666666	100.0
Almo Nature HQS Complete Tuna with Quail Egg Wet Cat Food, 2.47-oz can, case of 24	https://www.chewy.com/almo-nature-hqs-complete-tuna-quail/dp/291263	19.8	Tuna, Fish Broth, Quail Egg, Sunflower Oil, Tapioca Starch Calcium Sulfate, Tricalcium Phosphate, Guar Gum, Minerals (Zinc Oxide, Reduced Iron, Sodium Selenite, Manganese Sulfate, Copper Glycine Complex, Potassium Iodide), Vitamins (Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Biotin Supplement, Folic Acid, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Choline Chloride, Magnesium Sulfate, Taurine.	can	flaked	adult		wet food				0.0	79.35222672064778	20.647773279352226	0.012692307692307692	76.15384615384615
Instinct Ultimate Protein Grain-Free Pate Real Rabbit Recipe Wet Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/instinct-ultimate-protein-grain-free/dp/149497	52.56	Rabbit, Pork, Pork Liver, Pork Broth, Ground Flaxseed, Montmorillonite Clay, Tricalcium Phosphate, Peas, Carrots, Potassium Chloride, Salt, Menhaden Fish Oil (Preserved With Mixed Tocopherols), Minerals (Iron Proteinate, Zinc Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Potassium Iodide), Choline Chloride, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Taurine, L-Ascorbyl-2-Polyphosphate, Artichokes, Cranberries, Pumpkin, Tomato, Blueberries, Broccoli, Cabbage, Kale, Parsley.	can	pate	adult	nature's variety	wet food	grain-free no corn no wheat no soy gluten free high-protein natural			30.25936599423631	40.345821325648416	29.394812680115272	0.027375	164.25
Against the Grain Big Kahuna with Crab & Tilapia Dinner Grain-Free Canned Cat Food, 2.8-oz, case of 24	https://www.chewy.com/against-grain-big-kahuna-crab-tilapia/dp/51846	23.68	Tuna, Water Sufficient for Processing, Tilapia, Crab, Palm Oil, Tricalcium Phosphate, Cellulose Fiber, Xanthan Gum, Taurine, Ferrous Sulfate Monohydrate, Zinc Sulfate Heptahydrate, Vitamin E Supplement, Niacin, Vitamin A Supplement, Thiamine Mononitrate, Vitamin D3 Supplement, Manganese Sulfate Monohydrate, Copper Sulfate Pentahydrate, Pantothenic Acid, Riboflavin Supplement, Choline Chloride, Pyridoxine Hydrochloride, Dicalcium Phosphate, Folic Acid, Potassium Iodide, Potassium Chloride, Magnesium Sulfate Monohydrate, Biotin, Sodium Selenite, Vitamin B12 Supplement.	can	shredded	adult		wet food	grain-free gluten free no corn no wheat no soy pea-free non-gmo			5.3615110077394945	67.369771824999	27.268717167261503	0.01472636815920398	88.35820895522387
Hill's Science Diet Adult Liver & Chicken Entree Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/hills-science-diet-adult-liver/dp/34183	37.99	Water, Pork Liver, Pork By-Products, Chicken, Wheat Flour, Whole Grain Corn, Corn Starch, Powdered Cellulose, Chicken Fat, Calcium Sulfate, Chicken Liver Flavor, Fish Oil, Guar Gum, Brewers Dried Yeast, Natural Flavor, Locust Bean Gum, Choline Chloride, Carrageenan, Dicalcium Phosphate, DL-Methionine, Potassium Chloride, Taurine, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Thiamine Mononitrate, Niacin Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Biotin, Riboflavin Supplement, Folic Acid), Iodized Salt, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganese Sulfate, Calcium Iodate), Beta-Carotene.	can	minced	adult	hill's science diet	wet food				32.6530612244898	32.6530612244898	34.69387755102041	0.01907128514056225	114.42771084337349
Almo Nature Daily Tuna with Mackerel in Broth Grain-Free Canned Cat Food, 2.47-oz, case of 24	https://www.chewy.com/almo-nature-daily-tuna-mackerel-in/dp/129680	17.76	Tuna, Water Sufficient For Cooking, Mackerel.	can	minced	adult		wet food	gluten free grain-free no corn no wheat no soy pea-free			0.0	87.5	12.5		
Hound & Gatos 98% Trout & Duck Liver Grain-Free Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/hound-gatos-98-trout-duck-liver-grain/dp/142371	53.99	Trout, Fish Broth, Duck Liver, Calcium Carbonate, Agar-Agar, Potassium Chloride, Choline Chloride, Taurine, Salt, Iron Proteinate, Zinc Proteinate, Manganese Proteinate, Copper Proteinate, Magnesium Proteinate, Sodium Selenite, Calcium Iodate, Thiamine Mononitrate, Niacin Supplement, Vitamin E Supplement, Calcium Panthothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid.	can	pate	adult		wet food	no corn no wheat no soy grain-free gluten free pea-free high-protein limited ingredient diet natural			0.0	35.08353221957041	64.9164677804296	0.012428637200736649	74.5718232044199
Hill's Science Diet Adult 7+ Senior Vitality Tuna & Vegetables Stew Canned Cat Food, 2.9-oz, case of 24	https://www.chewy.com/hills-science-diet-adult-7-senior/dp/136755	35.18	Chicken Broth, Tuna, Chicken, Turkey Giblets, Pork Liver, Carrots, Rice, Rice Starch, Pea Protein, Wheat Gluten, Soybean Oil, Spinach, Potassium Alginate, Chicken Liver Flavor, L-Lysine, Calcium Chloride, Dried Beet Pulp, Powdered Cellulose, Choline Chloride, Fish Oil, Dried Tomato Pomace, vitamins (Vitamin E Supplement, Thiamine Mononitrate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Menadione Sodium Bisulfite Complex (source of Vitamin K), Pyridoxine Hydrochloride, Calcium Pantothenate, Vitamin B12 Supplement, Riboflavin Supplement, Folic Acid, Biotin), Sodium Tripolyphosphate, Guar Gum, Dicalcium Phosphate, Calcium Lactate, Calcium Gluconate, Potassium Citrate, DL-Methionine, Broccoli, Taurine, L-Carnitine, Magnesium Oxide,  minerals (Zinc Oxide, Ferrous Sulfate, Manganous Oxide, Calcium Iodate), Natural Flavors, Beta-Carotene.	can	stew	senior	hill's science diet	wet food				26.046511627906977	42.32558139534884	31.627906976744185	0.021243961352657003	127.46376811594202
Sheba Perfect Portions Bistro Chicken in Alfredo Sauce Wet Cat Food, 2.64-oz can, case of 24	https://www.chewy.com/sheba-perfect-portions-bistro-chicken/dp/295784	21.36	Water, Chicken, Poultry Liver, Animal Plasma, Tapioca Starch, Sunflower Oil, Fish Oil, Potassium Chloride, Natural Flavor, Salt, Glucose, Magnesium Sulfate, Xanthan Gum, Sodium Tripolyphosphate, Choline Chloride, Sodium Caseinate, Natural Parmesan and Butter Flavor, Ascorbic Acid, Taurine, DL-Methionine, Thiamine Mononitrate, Vitamin E Supplement, Zinc Sulfate, Ferrous Sulfate, Vitamin D3 Supplement, Manganese Sulfate, Copper Sulfate, Pyridoxine Hydrochloride, Potassium Iodide, Folic Acid, Menadione Sodium Bisulfite Complex	tray	chunks in gravy	adult		wet food	gluten free no corn no wheat no soy			2.395395862498044	38.1085705397418	59.49603359776015	0.02225	133.5
Hill's Science Diet Adult Indoor Ocean Fish Entree Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/hills-science-diet-adult-indoor-ocean/dp/34175	37.99	Water, Tuna, Pork By-Products, Pork Liver, Chicken Fat, Powdered Cellulose, Wheat Flour, Corn Starch, Whole Grain Corn, Soybean Oil, Calcium Sulfate, Chicken Liver Flavor, Natural Flavor, Dicalcium Phosphate, Guar Gum, Locust Bean Gum, Choline Chloride, Brewers Dried Yeast, Potassium Chloride, Carrageenan, Iodized Salt, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Thiamine Mononitrate, Niacin Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Biotin, Riboflavin Supplement, Folic Acid), DL-Methionine, Taurine, minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate), Beta-Carotene.	can	minced	adult	hill's science diet	wet food	indoor pea-free			28.87931034482759	34.482758620689644	36.637931034482754	0.009097222222222224	54.58333333333334
Evanger's Grain-Free Buffalo Canned Dog & Cat Food, 6-oz, case of 24	https://www.chewy.com/evangers-grain-free-buffalo-canned/dp/37758	58.61	Buffalo, Water Sufficient for Processing, Liver, Guar Gum.	can	pate	adult		wet food	no corn no wheat no soy grain-free gluten free limited ingredient diet pea-free			19.896640826873384	36.17571059431525	43.927648578811365	0.009044753086419752	54.26851851851851
Now Fresh Grain-Free Adult Fish Recipe Dry Cat Food, 4-lb bag	https://www.chewy.com/now-fresh-grain-free-adult-fish/dp/111485	33.25	De-Boned Trout, Whole Dried Egg, Potatoes, Potato Flour, Peas, Pea Flour, Natural Flavor, Canola Oil (Preserved with Mixed Tocopherols), Flaxseed, Coconut Oil (Preserved with Mixed Tocopherols), De-Boned Salmon, De-Boned Herring, Calcium Carbonate, Tomato, Alfalfa, Apples, Carrots, Sweet Potatoes, Squash, Pumpkin, Bananas, Blueberries, Cranberries, Blackberries, Pomegranate, Papayas, Lentils, Broccoli, Dried Chicory Root, Phosphoric Acid, Sodium Chloride, Potassium Chloride, Choline Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, Inositol, L-Ascorbyl-2-Polyphosphate (a Source of Vitamin C), Thiamine Mononitrate, D-Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Beta-Carotene, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Zinc Oxide, Manganese Proteinate, Copper Sulphate, Calcium Iodate, Ferrous Sulphate, Manganous Oxide, Sodium Selenite), Taurine, Dl-Methionine, L-Lysine, Dried Lactobacillus Acidophilus Fermentation Product, Dried Enterococcus Faecium Fermentation Product, L-Carnitine, Dried Rosemary.			adult	petcurean	dry food	grain-free no corn no wheat no soy gluten free non-gmo			27.62970305095792	28.51362543958506	43.856671509457016	0.004596053786359078	27.576322718154465
Simply Nourish Healthy Weight Turkey & Rice Recipe Adult Dry Cat Food, 7-lb bag	https://www.chewy.com/simply-nourish-healthy-weight-turkey/dp/199631	19.99	Deboned Turkey, Turkey Meal (Source of Glucosamine and Chondroitin Sulfate), Brown Rice, Oatmeal, Dried Peas, Chicken Fat (Preserved with Mixed Tocopherols), Natural Flavor, Flaxseeds, Pea Fiber, Dried Chicory Root, Dried Cranberries, Potassium Chloride, Vitamins (Vitamin E Supplement, Niacin Supplement, Vitamin A Supplement, Thiamine Mononitrate, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Calcium Iodate, Menadione Sodium Bisulfite Complex, Folic Acid, Vitamin D3 Supplement), Choline Chloride, Minerals (Zinc Sulfate, Zinc Proteinate, Iron Proteinate, Ferrous Sulfate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Sodium Selenite, Manganese Proteinate), Taurine, Citric Acid (Preservative), Mixed Tocopherols (Preservative), L-Carnitine, Rosemary Extract.			adult		dry food	weight control						0.0018937894736842105	11.362736842105262
I and Love and You Nude Super Food Surf 'n Chick Grain-Free Dry Cat Food, 5-lb bag	https://www.chewy.com/i-love-you-nude-super-food-surf-n/dp/117018	17.57	White Fish, Chicken Meal Turkey Meal, Pea Protein, Chicken Fat (Preserved With Mixed Tocopherols And Citric Acid), Pea Starch, Herring Meal, Chickpeas, Red Lentils, Chicken, Sweet Potatoes, Whole Ground Flaxseeds, Natural Flavors, Ground Miscanthus Grass, Chicken Liver, Dried Carrots, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin Supplement, Pantothenic Acid, Pyridoxine Hydrochloride, Riboflavin Supplement, Folic Acid, Biotin, Vitamin B12 Supplement, Taurine, Herring Oil, Olive Oil, Cranberries, Hydrolyzed Chicken Liver, Yeast Culture, Sodium Bicarbonate, Dried Aspergillus Oryzae Fermentation Product, Dried Aspergillus Niger Fermentation Product, Trichoderma Longbrachiatum Fermentation Product,  Dried Candida Rugosa Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidphophilus Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Calcium Carbonate, Zinc Proteinate, Zinc Sulfate, Iron Proteinate, Ferrous Sulfate, Copper Proteinate, Copper Sulfate, Manganese Proteinate, Sodium Selenite, Manganese Oxide, Calcium Iodate, Ethylenediamine Dihydroiodide, Coconut Oil, Dl-Methionine, Dried Chicory Root, Choline Chloride, Pumpkin, Dried Egg Product, Yucca Schidigera Extract, Mixed Tocopherols, (As Preservative), Rosemary Extract, Salt, Turmeric.			adult		dry food	sensitive digestion high-protein low glycemic grain-free no corn no wheat no soy gmo-free			20.23121387283237	40.46242774566474	39.30635838150289	0.0020299633219806133	12.17977993188368
Simply Nourish Chicken & Rice Recipe Senior Dry Cat Food, 7-lb bag	https://www.chewy.com/simply-nourish-chicken-rice-recipe/dp/199630	19.99	Deboned Chicken, Chicken Meal (Source of Glucosamine and Chondroitin Sulfate), Brown Rice, Oatmeal, Chicken Fat (Preserved with Mixed Tocopherols), Natural Flavor, Whole Flaxseed, Pea Fiber, Dried Chicory Root, Dried Cranberries, Calcium Carbonate, Potassium Chloride, Vitamins (Vitamin E Supplement, Niacin Supplement, Vitamin A Supplement, Thiamine Mononitrate, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Calcium Iodate, Menadione Sodium Bisulfite Complex, Folic Acid, Vitamin D3 Supplement), Taurine, Salt, Minerals (Zinc Sulfate, Zinc Proteinate, Iron Proteinate, Ferrous Sulfate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Sodium Selenite, Manganese Proteinate), Dicalcium Phosphate, Choline Chloride, Chicken Cartilage, Citric Acid (Preservative), Mixed Tocopherols (Preservative), Rosemary Extract.			senior		dry food							0.0017638235294117645	10.582941176470587
Solid Gold Purrfect Pairings Savory Mousse with Chicken & Goat Milk Grain-Free Cat Food Cups, 2.75-oz, case of 6	https://www.chewy.com/solid-gold-purrfect-pairings-savory/dp/126933	8.94	Water Sufficient for Processing, Chicken, Tuna, Potato, Pea Protein, Goat Milk, Chicken Fat, Modified Tapioca Starch, Salt, Tricalcium Phosphate, Guar Gum, Potassium Chloride, Magnesium Sulfate, Choline Chloride, Sodium Bicarbonate, Iron Glycine Complex, Zinc Glycine Complex, Taurine, Vitamin E Supplement, Manganese Glycine Complex, Niacin Supplement, Copper Glycine Complex, Thiamine Mononitrate, Vitamin A Supplement, Sodium Selenite, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, Riboflavin Supplement, Biotin Supplement, Vitamin D3 Supplement, Folic Acid, Potassium Iodide, Menadione Sodium Bisulfite Complex (Vitamin K3).	tray	pate	adult		wet food	no corn no wheat no soy gluten free grain-free			17.766497461928935	39.08629441624365	43.14720812182741	0.017325581395348837	103.95348837209302
Against the Grain Caribbean Club with Chicken & Cheese Dinner Grain-Free Canned Cat Food, 2.8-oz, case of 24	https://www.chewy.com/against-grain-caribbean-club-chicken/dp/51835	26.4	Chicken, Water Sufficient for Processing, Cheddar Cheese, Tricalcium Phosphate, Palm Oil, Tapioca, Taurine, Xanthan Gum, Vitamins (Vitamin E Supplement, Niacin, Vitamin A Supplement, Thiamine Mononitrate, Vitamin D3 Supplement, Pantothenic Acid, Riboflavin Supplement, Choline Chloride, Pyridoxine Hydrochloride, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Ferrous Sulfate Monohydrate, Zinc Sulfate Heptahydrate, Manganese Sulfate Monohydrate, Copper Sulfate Pentahydrate, Dicalcium Phosphate, Potassium Iodide, Potassium Chloride, Magnesium Sulfate Monohydrate, Sodium Selenite).	can	shredded	adult		wet food	grain-free gluten free no corn no wheat no soy pea-free non-gmo			0.0	73.54085603112841	26.459143968871597	0.014864864864864864	89.18918918918918
Nutro Perfect Portions Grain-Free Turkey & Liver Paté Recipe Cat Food Trays, 2.6-oz, case of 24	https://www.chewy.com/nutro-perfect-portions-grain-free/dp/118298	30.96	Turkey, Chicken Liver, Pork Broth, Turkey Broth, Natural Flavor, Guar Gum, Potassium Chloride, Fish Oil (preserved with Mixed Tocopherols), Sodium Acid Pyrophosphate, Magnesium Sulfate, Tetrasodium Pyrophosphate, Tapioca Starch, Choline Chloride, Salt, Taurine, Sodium Hexametaphosphate, Thiamine Mononitrate (Vitamin B1), Vitamin E Supplement, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Potassium Iodide, Pyridoxine Hydrochloride (Vitamin B6), Copper Sulfate, Vitamin D3 Supplement, Folic Acid, Menadione Sodium Bisulfite Complex (source of Vitamin K Activity).	tray	pate	adult		wet food	grain-free no corn no wheat no soy high-protein non-gmo			0.0	40.35087719298245	59.64912280701754	0.0274468085106383	164.68085106382978
Friskies Ocean Favorites Salmon, Brown Rice & Peas Pate Wet Cat Food, 5.5-oz can, case of 24	https://www.chewy.com/friskies-ocean-favorites-salmon-brown/dp/241751	15.6	Meat By-products, Water, Poultry By-products, Chicken, Salmon, Brown Rice, Peas, Rice, Artificial And Natural Flavors, Tricalcium Phosphate, Guar Gum, Minerals [Potassium Chloride, Magnesium Sulfate, Mono And Dicalcium Phosphate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide], Choline Chloride, Salt, Carrageenan, Taurine, Vitamins [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement]. A632319	can	pate	adult		wet food				18.094684867847814	32.52977054893987	49.3755445832123	0.0035135135135135136	21.08108108108108
Hill's Science Diet Kitten Savory Salmon Entree Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/hills-science-diet-kitten-savory/dp/37923	37.99	Water, Pork Liver, Salmon, Pork By-Products, Chicken Fat, Egg Product, Soybean Meal, Corn Starch, Soy Protein Isolate, Chicken Liver Flavor, Wheat Flour, Dicalcium Phosphate, Natural Flavor, Powdered Cellulose, Calcium Sulfate, Guar Gum, Brewers Dried Yeast, Potassium Chloride, Iodized Salt, Choline Chloride, Locust Bean Gum, Carrageenan, Taurine, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Thiamine Mononitrate, Niacin Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Biotin, Riboflavin Supplement, Folic Acid), minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganese Sulfate, Calcium Iodate), Magnesium Oxide, Beta-Carotene.	can	minced	kitten	hill's science diet	wet food				8.536585365853659	37.5609756097561	53.90243902439025	0.007797619047619048	46.785714285714285
Whole Earth Farms Grain-Free Real Turkey Morsels in Gravy Canned Cat Food, 5-oz, case of 24	https://www.chewy.com/whole-earth-farms-grain-free-real/dp/150981	35.76	Turkey, Turkey Broth, Chicken Broth, Turkey Liver, Dried Egg Product, Natural Flavor, Potato Starch, Dried Peas, Salt, Sodium Phosphate, Choline Chloride, Minerals (Zinc Amino Acid Complex, Iron Amino Acid Complex, Manganese Amino Acid Complex, Copper Amino Acid Complex, Potassium Iodate, Cobalt Glucoheptonate, Sodium Selenite), Vitamins (Vitamin E Supplement, Vitamin B12 Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Niacin, Vitamin D3 Supplement, Riboflavin Supplement, Folic Acid, Pyridoxine Hydrochloride, Biotin, Thiamine Mononitrate), Calcium Carbonate, Organic Dried Alfalfa Meal, Potassium Chloride, Flaxseed Oil, Guar Gum, Taurine, Caramel Color, Yucca Schidigera Extract, Xanthan Gum, Rosemary, Sage, Thyme.	can	chunks in gravy	adult		wet food	grain-free no corn no wheat no soy gluten free			13.815789473684212	41.44736842105263	44.73684210526316	0.010347222222222221	62.08333333333333
